text_original,text_cleaned,text_lemmatized,text_stemmed,sentiment,sentiment_label,url_count,mention_count,hashtag_count,hashtags,user,vader_score,textblob_score,avg_sentiment,sentiment_category
im running on only coffee right now. I need food but nothing sounds good ,im running on only coffee right now i need food but nothing sounds good,im running coffee right need food nothing sound good,im run coffe right need food noth sound good,0,Negative,0,0,0,,laurairv,-0.4782,0.32857142857142857,-0.07481428571428572,Negative
I spilt coffee down the front of my brand new white shirt ,i spilt coffee down the front of my brand new white shirt,spilt coffee front brand new white shirt,spilt coffe front brand new white shirt,0,Negative,0,0,0,,sugarprinces,0.0,-0.006397306397306411,-0.0031986531986532055,Neutral
"BRING ON THE COFFEE. Another late night   ...Weird, I just twitched.",bring on the coffee another late night weird i just twitched,bring coffee another late night weird twitched,bring coffe anoth late night weird twitch,0,Negative,0,0,0,,liannecab,-0.1779,-0.3,-0.23895,Negative
Didnt do my 5 am workout n feelin' sluggish...coffee's not working ,didnt do my am workout n feelin sluggishcoffees not working,didnt workout n feelin sluggishcoffees working,didnt workout n feelin sluggishcoffe work,0,Negative,0,0,0,,LisaLuj,0.0,0.0,0.0,Neutral
"Went to bed physically in pain, work up sicker then I've been in years...coffee ",went to bed physically in pain work up sicker then ive been in yearscoffee,went bed physically pain work sicker ive yearscoffee,went bed physic pain work sicker ive yearscoffe,0,Negative,0,0,0,,SymanthaFox,-0.5106,0.0,-0.2553,Negative
Spilled coffee on myself... ,spilled coffee on myself,spilled coffee,spill coffe,0,Negative,0,0,0,,bleublue,0.0,0.0,0.0,Neutral
"@FantasyParade I have more in the house but none with me   I could really go a nap. Or a cup of coffee, either one.",i have more in the house but none with me i could really go a nap or a cup of coffee either one,house none could really go nap cup coffee either one,hous none could realli go nap cup coffe either one,0,Negative,0,1,0,,jay_star_0x,0.0,0.35,0.175,Positive
"first time I've sat down - and Peed, after about three cups of coffee - all day. My back is murdering me slowly and painfully. ",first time ive sat down and peed after about three cups of coffee all day my back is murdering me slowly and painfully,first time ive sat peed three cup coffee day back murdering slowly painfully,first time ive sat peed three cup coffe day back murder slowli pain,0,Negative,0,0,0,,PhoenixAshies,-0.8271,-0.1811111111111111,-0.5041055555555556,Negative
"sigh, photogeeking workflows take an eternity... could someone grab me a coffee? ",sigh photogeeking workflows take an eternity could someone grab me a coffee,sigh photogeeking workflow take eternity could someone grab coffee,sigh photogeek workflow take etern could someon grab coffe,0,Negative,0,0,0,,michaelcarew,0.0258,0.0,0.0129,Neutral
http://twitpic.com/5fffb - Marking  Coffee and Cake ,marking coffee and cake,marking coffee cake,mark coffe cake,0,Negative,1,0,0,,jameswest,0.0,0.0,0.0,Neutral
home is really boring. im home by my self. tash is at work. cass is at work. daniel at the gym and mum and dad are getting coffee. bleh ,home is really boring im home by my self tash is at work cass is at work daniel at the gym and mum and dad are getting coffee bleh,home really boring im home self tash work cass work daniel gym mum dad getting coffee bleh,home realli bore im home self tash work cass work daniel gym mum dad get coffe bleh,0,Negative,0,0,0,,einahpets20,-0.3804,-1.0,-0.6902,Negative
@clag_on_toast awww man  I'm sorry! it was technically @yonderboy's bill - he said he'd buy me that coffee! we'll sort you out tonight,awww man im sorry it was technically s bill he said hed buy me that coffee well sort you out tonight,awww man im sorry technically bill said hed buy coffee well sort tonight,awww man im sorri technic bill said hed buy coffe well sort tonight,0,Negative,0,2,0,,bethanie,-0.2225,-0.075,-0.14875,Negative
Coffee machine in battle mode: 1) No water 2) no beans 3) &quot;clean me before you use me&quot;... Iï¿½ll have a cup of tea instead... ,coffee machine in battle mode no water no beans quotclean me before you use mequot iï¿½ll have a cup of tea instead,coffee machine battle mode water bean quotclean use mequot iï¿½ll cup tea instead,coffe machin battl mode water bean quotclean use mequot iï¿½ll cup tea instead,0,Negative,0,0,0,,WorldofPPC,-0.7184,0.0,-0.3592,Negative
Got into the office early for a change only to find the coffee machine is broken ,got into the office early for a change only to find the coffee machine is broken,got office early change find coffee machine broken,got offic earli chang find coffe machin broken,0,Negative,0,0,0,,Mobilegamefaqs,-0.4767,-0.10000000000000002,-0.28835,Negative
"starting the day needing a giant bucket of coffee, it's gonna be good ",starting the day needing a giant bucket of coffee its gonna be good,starting day needing giant bucket coffee gonna good,start day need giant bucket coffe gonna good,0,Negative,0,0,0,,TonyJWHill,0.4404,0.2333333333333333,0.33686666666666665,Positive
"I should really get out of bed... Not for work reasons, just that there's no coffee here ",i should really get out of bed not for work reasons just that theres no coffee here,really get bed work reason there coffee,realli get bed work reason there coffe,0,Negative,0,0,0,,tmjackson,-0.296,0.2,-0.04799999999999999,Neutral
"Can't understand it, every time I pick up my coffee cup to drink coffee its empty! Fill it up, busy on PC, want to drink again, its empty ",cant understand it every time i pick up my coffee cup to drink coffee its empty fill it up busy on pc want to drink again its empty,cant understand every time pick coffee cup drink coffee empty fill busy pc want drink empty,cant understand everi time pick coffe cup drink coffe empti fill busi pc want drink empti,0,Negative,0,0,0,,Retnev,-0.3802,-0.041666666666666664,-0.21093333333333333,Negative
@RogersCoffees i'm goig to miss todays i think as i'll be on the road ,im goig to miss todays i think as ill be on the road,im goig miss today think ill road,im goig miss today think ill road,0,Negative,0,1,0,,Ratty69,-0.1531,0.0,-0.07655,Negative
@jamieandlouise guys......smelling coffee on the radio is just not working for me ,guyssmelling coffee on the radio is just not working for me,guyssmelling coffee radio working,guyssmel coffe radio work,0,Negative,0,1,0,,Fanny_Ingabout,0.0,0.0,0.0,Neutral
drinking too much coffee.. I feel sick ,drinking too much coffee i feel sick,drinking much coffee feel sick,drink much coffe feel sick,0,Negative,0,0,0,,audiominamy,-0.5106,-0.2571428571428571,-0.3838714285714286,Negative
"Well... since Jenny is apparently in the mall and not home, I guess i'll have to settle for instant coffee  Hmph!!!",well since jenny is apparently in the mall and not home i guess ill have to settle for instant coffee hmph,well since jenny apparently mall home guess ill settle instant coffee hmph,well sinc jenni appar mall home guess ill settl instant coffe hmph,0,Negative,0,0,0,,TheYsaTantoco,0.4545,0.025,0.23975000000000002,Positive
"That's the proof of the Yoneda Lemma written up. Now to attempt some exams.   Coffee, prep'd.",thats the proof of the yoneda lemma written up now to attempt some exams coffee prepd,thats proof yoneda lemma written attempt exam coffee prepd,that proof yoneda lemma written attempt exam coffe prepd,0,Negative,0,0,0,,caiwingfield,0.0,0.0,0.0,Neutral
"@baldy_za I think I need a Star Trek food replicator, just say &quot;Coffee&quot; &amp; get it  .... but wait it does not exist yet ",i think i need a star trek food replicator just say quotcoffeequot amp get it but wait it does not exist yet,think need star trek food replicator say quotcoffeequot amp get wait exist yet,think need star trek food replic say quotcoffeequot amp get wait exist yet,0,Negative,0,1,0,,Retnev,0.0,0.0,0.0,Neutral
"@DracoRigel Good Morning to you. No sun here today I am afraid, its rainng  But got my coffee ;)",good morning to you no sun here today i am afraid its rainng but got my coffee,good morning sun today afraid rainng got coffee,good morn sun today afraid rainng got coffe,0,Negative,0,1,0,,Apocalyptica,0.4019,0.11666666666666665,0.2592833333333333,Positive
I guess AC&amp;T coffee will have to do. ,i guess acampt coffee will have to do,guess acampt coffee,guess acampt coffe,0,Negative,0,0,0,,cmdeross,0.0,0.0,0.0,Neutral
"Etsy is down  so relax, have a coffee and read Dawn's Friday http://www.helisengezer.blogspot.com/",etsy is down so relax have a coffee and read dawns friday,etsy relax coffee read dawn friday,etsi relax coffe read dawn friday,0,Negative,1,0,0,,hellohelis,0.5777,-0.15555555555555559,0.21107222222222222,Positive
Coffee went cold due to work. No time to get a new one ,coffee went cold due to work no time to get a new one,coffee went cold due work time get new one,coffe went cold due work time get new one,0,Negative,0,0,0,,blue_cat_online,-0.296,-0.1962121212121212,-0.2461060606060606,Negative
I miss you guys already  and I am sad I don't get to meet Miss Saurus. I would also like a coffee.,i miss you guys already and i am sad i dont get to meet miss saurus i would also like a coffee,miss guy already sad dont get meet miss saurus would also like coffee,miss guy alreadi sad dont get meet miss sauru would also like coffe,0,Negative,0,0,0,,carnagefairy,-0.4215,-0.5,-0.46075,Negative
Yao Ming is in the line for Starbucks coffee with me. Doesn't want his picture taken. ,yao ming is in the line for starbucks coffee with me doesnt want his picture taken,yao ming line starbucks coffee doesnt want picture taken,yao ming line starbuck coffe doesnt want pictur taken,0,Negative,0,0,0,,MrTall,-0.0572,0.0,-0.0286,Neutral
"@igrabjelly Me too. :3 But the person who made my coffee this time, isn't the same as the last when I got it (which was awesome). ",me too but the person who made my coffee this time isnt the same as the last when i got it which was awesome,person made coffee time isnt last got awesome,person made coffe time isnt last got awesom,0,Negative,0,1,0,,marsherlin,0.8316,0.375,0.6033,Positive
"@rmilana The idea of a call, seems exciting, but not untill November..    #coffeeclub",the idea of a call seems exciting but not untill november coffeeclub,idea call seems exciting untill november coffeeclub,idea call seem excit until novemb coffeeclub,0,Negative,0,1,1,coffeeclub,ArunBasilLal,0.2732,0.3,0.28659999999999997,Positive
"@rmilana Hey, I am on a limited Bandwidth connection till Novm, thats why..  The others gave the time..?  #coffeeclub",hey i am on a limited bandwidth connection till novm thats why the others gave the time coffeeclub,hey limited bandwidth connection till novm thats others gave time coffeeclub,hey limit bandwidth connect till novm that other gave time coffeeclub,0,Negative,0,1,1,coffeeclub,ArunBasilLal,-0.2263,-0.07142857142857142,-0.14886428571428573,Negative
@RichardCarter I'm a bit grumpy!! Got immersed in a site so was distracted  - and I *still* havent made the coffee yet ,im a bit grumpy got immersed in a site so was distracted and i still havent made the coffee yet,im bit grumpy got immersed site distracted still havent made coffee yet,im bit grumpi got immers site distract still havent made coffe yet,0,Negative,0,1,0,,carole29,-0.5044,0.0,-0.2522,Negative
@markAchambers Run out of caffienated coffee....sad face ,run out of caffienated coffeesad face,run caffienated coffeesad face,run caffien coffeesad face,0,Negative,0,1,0,,happymonkeyshoe,0.0,0.0,0.0,Neutral
"- @alistair - ooh, Blake's coffee house do the nicest choc fudge brownies! So jealous; would join you but I'm stuck at work ",ooh blakes coffee house do the nicest choc fudge brownies so jealous would join you but im stuck at work,ooh blake coffee house nicest choc fudge brownie jealous would join im stuck work,ooh blake coffe hous nicest choc fudg browni jealou would join im stuck work,0,Negative,0,1,0,,minxlj,-0.3385,0.0,-0.16925,Negative
"gee, looks like I need more coffee, my follow friday does not have my tweeters in red ",gee looks like i need more coffee my follow friday does not have my tweeters in red,gee look like need coffee follow friday tweeter red,gee look like need coffe follow friday tweeter red,0,Negative,0,0,0,,rcantiques,0.3612,0.25,0.3056,Positive
"@Jason25329 I haven't had my coffee too. And it's already 6 pm  plus, not sure if today's payday. lol",i havent had my coffee too and its already pm plus not sure if todays payday lol,havent coffee already pm plus sure today payday lol,havent coffe alreadi pm plu sure today payday lol,0,Negative,0,1,0,,csakura,0.2115,0.275,0.24325000000000002,Positive
"Breakfast is a can't miss deal!  Two eggs over easy, light wheat toast and coffee. No oats today ",breakfast is a cant miss deal two eggs over easy light wheat toast and coffee no oats today,breakfast cant miss deal two egg easy light wheat toast coffee oat today,breakfast cant miss deal two egg easi light wheat toast coffe oat today,0,Negative,0,0,0,,SeanAAnderson,0.3476,0.4166666666666667,0.3821333333333333,Positive
"I need coffee, but no milk  what is it about milk in NY that it only last three days after opening? Kafe Grace for me then.",i need coffee but no milk what is it about milk in ny that it only last three days after opening kafe grace for me then,need coffee milk milk ny last three day opening kafe grace,need coffe milk milk ny last three day open kafe grace,0,Negative,0,0,0,,SNBalzac,0.2263,0.0,0.11315,Positive
Nooooooooooo....I've no coffee. ,noooooooooooive no coffee,noooooooooooive coffee,noooooooooooiv coffe,0,Negative,0,0,0,,12thnight,-0.296,0.0,-0.148,Negative
@insanefreak I don't remember (anymore) the last time I had Coffee Bean. ,i dont remember anymore the last time i had coffee bean,dont remember anymore last time coffee bean,dont rememb anymor last time coffe bean,0,Negative,0,1,0,,carlaloo,0.0,0.0,0.0,Neutral
"Went out for dinner and had sushi then went late-night shopping while looking for a good coffee store, clothes were boring and no coffee ",went out for dinner and had sushi then went latenight shopping while looking for a good coffee store clothes were boring and no coffee,went dinner sushi went latenight shopping looking good coffee store clothes boring coffee,went dinner sushi went latenight shop look good coffe store cloth bore coffe,0,Negative,0,0,0,,Foxylicious,-0.1531,-0.15000000000000002,-0.15155000000000002,Negative
I'm gagging for a coffee but i'm not suppose to leave luggage in attended ,im gagging for a coffee but im not suppose to leave luggage in attended,im gagging coffee im suppose leave luggage attended,im gag coffe im suppos leav luggag attend,0,Negative,0,0,0,,parisianskies,0.0572,0.0,0.0286,Neutral
: another cup of coffee; another late nite at work. ,another cup of coffee another late nite at work,another cup coffee another late nite work,anoth cup coffe anoth late nite work,0,Negative,0,0,0,,reneetay,0.0,-0.3,-0.15,Negative
@100konacoffee &quot;Google is my number one source of web traffic&quot; Not fo me... ,quotgoogle is my number one source of web trafficquot not fo me,quotgoogle number one source web trafficquot fo,quotgoogl number one sourc web trafficquot fo,0,Negative,0,1,0,,Essaiselvan,0.0772,0.0,0.0386,Neutral
must have coffee ,must have coffee,must coffee,must coffe,0,Negative,0,0,0,,anavoz,0.0,0.0,0.0,Neutral
"damn, i left my healthy coffee @ home!  guess i'll go w/this stuff in the room ",damn i left my healthy coffee home guess ill go wthis stuff in the room,damn left healthy coffee home guess ill go wthis stuff room,damn left healthi coffe home guess ill go wthi stuff room,0,Negative,0,0,0,,exoticise,0.0,0.3125,0.15625,Positive
Venesection completed at last.  Soon off home 2 relax 4 the rest of afternoon. Need a proper coffee - hospital wet stuff is NOT coffee ,venesection completed at last soon off home relax the rest of afternoon need a proper coffee hospital wet stuff is not coffee,venesection completed last soon home relax rest afternoon need proper coffee hospital wet stuff coffee,venesect complet last soon home relax rest afternoon need proper coffe hospit wet stuff coffe,0,Negative,0,0,0,,secret_thoughts,0.4404,-0.03333333333333333,0.20353333333333334,Positive
I walked out of #dunkindonuts with my coffee but got to work and realized I left my Boston Kreme on the counter  FAIL,i walked out of dunkindonuts with my coffee but got to work and realized i left my boston kreme on the counter fail,walked dunkindonuts coffee got work realized left boston kreme counter fail,walk dunkindonut coffe got work realiz left boston kreme counter fail,0,Negative,0,0,1,dunkindonuts,lcilmi,-0.7814,-0.25,-0.5157,Negative
"C'mon coffee, please start working. ",cmon coffee please start working,cmon coffee please start working,cmon coffe pleas start work,0,Negative,0,0,0,,Fall92Que,0.3182,0.0,0.1591,Positive
"@Eshums why r u doin that?! A life without coffee will make u  lol! Substituting tea instead maybe? I love tea and its better, I think...",why r u doin that a life without coffee will make u lol substituting tea instead maybe i love tea and its better i think,r u doin life without coffee make u lol substituting tea instead maybe love tea better think,r u doin life without coffe make u lol substitut tea instead mayb love tea better think,0,Negative,0,1,0,,thepyt,0.8967,0.6666666666666666,0.7816833333333333,Positive
Afternoon Coffee... Ahhhhh tastes good! Enjoying it while it lasts before back to school to take my last AS Exam on 1st june! ,afternoon coffee ahhhhh tastes good enjoying it while it lasts before back to school to take my last as exam on st june,afternoon coffee ahhhhh taste good enjoying last back school take last exam st june,afternoon coffe ahhhhh tast good enjoy last back school take last exam st june,0,Negative,0,0,0,,annietidbury1,0.7835,0.34375,0.563625,Positive
@margaritasenora &amp; I love the coffee you make   Miss U honey!!,amp i love the coffee you make miss u honey,amp love coffee make miss u honey,amp love coffe make miss u honey,0,Negative,0,1,0,,harperwhips,0.6351,0.78125,0.708175,Positive
why isn't the coffee working?  ,why isnt the coffee working,isnt coffee working,isnt coffe work,0,Negative,0,0,0,,dajoey,0.0,0.0,0.0,Neutral
"@TreeinCally I'm still smiling but the sun is still being shy! At least no rain! I've just got a coffee thanks, but it's instant ",im still smiling but the sun is still being shy at least no rain ive just got a coffee thanks but its instant,im still smiling sun still shy least rain ive got coffee thanks instant,im still smile sun still shi least rain ive got coffe thank instant,0,Negative,0,1,0,,BigPinkHeart,0.281,-0.2,0.04050000000000001,Neutral
Just realized that the free Iced Coffee at Timmies was yesterday! Shoot!! ,just realized that the free iced coffee at timmies was yesterday shoot,realized free iced coffee timmies yesterday shoot,realiz free ice coffe timmi yesterday shoot,0,Negative,0,0,0,,socialdave,0.4168,0.78125,0.599025,Positive
Got Club Web all set up for GSSA St. Paul last day. No Yoey though!   Currently drinking McD Iced Coffee and listening to Taylor Swift.,got club web all set up for gssa st paul last day no yoey though currently drinking mcd iced coffee and listening to taylor swift,got club web set gssa st paul last day yoey though currently drinking mcd iced coffee listening taylor swift,got club web set gssa st paul last day yoey though current drink mcd ice coffe listen taylor swift,0,Negative,0,0,0,,agentshay,-0.1759,0.0,-0.08795,Negative
Ugh! That's the third cold cup of coffee I've had today ,ugh thats the third cold cup of coffee ive had today,ugh thats third cold cup coffee ive today,ugh that third cold cup coffe ive today,0,Negative,0,0,0,,raimesh,-0.4753,-0.3,-0.38765,Negative
lonely day @ work...everyone is off for the holiday weekend  time for some coffee and figuring out how to get music to play on this comp!,lonely day workeveryone is off for the holiday weekend time for some coffee and figuring out how to get music to play on this comp,lonely day workeveryone holiday weekend time coffee figuring get music play comp,lone day workeveryon holiday weekend time coffe figur get music play comp,0,Negative,0,0,0,,sammi518,0.4389,-0.12499999999999997,0.15695000000000003,Positive
Female barista made my latte today. No foam fun   Tried to make my own design with a coffee stirrer. It didn't work.,female barista made my latte today no foam fun tried to make my own design with a coffee stirrer it didnt work,female barista made latte today foam fun tried make design coffee stirrer didnt work,femal barista made latt today foam fun tri make design coffe stirrer didnt work,0,Negative,0,0,0,,mariyastwitter,-0.5996,0.3,-0.14980000000000002,Negative
Needing coffee and no time to stop ,needing coffee and no time to stop,needing coffee time stop,need coffe time stop,0,Negative,0,0,0,,TPPCtv,-0.5267,0.0,-0.26335,Negative
"Have a gallon of chicken in 'licious sauce cooling! So much food and all I have to eat is toast, (and coffee!  ) a 20 min power nap now!",have a gallon of chicken in licious sauce cooling so much food and all i have to eat is toast and coffee a min power nap now,gallon chicken licious sauce cooling much food eat toast coffee min power nap,gallon chicken liciou sauc cool much food eat toast coffe min power nap,0,Negative,0,0,0,,TeddyBonesGriff,0.0,-0.21875,-0.109375,Negative
Yaaaaaaaaaaaaaawnnnn!! Feelin very very sleep. Even a strong cup of coffee didnt help. ,yaaaaaaaaaaaaaawnnnn feelin very very sleep even a strong cup of coffee didnt help,yaaaaaaaaaaaaaawnnnn feelin sleep even strong cup coffee didnt help,yaaaaaaaaaaaaaawnnnn feelin sleep even strong cup coffe didnt help,0,Negative,0,0,0,,alluzz,0.3871,0.3466666666666667,0.36688333333333334,Positive
has had a headache for two days now  gah! is it because i stopped drinking coffee?,has had a headache for two days now gah is it because i stopped drinking coffee,headache two day gah stopped drinking coffee,headach two day gah stop drink coffe,0,Negative,0,0,0,,bellereve,-0.2942,0.0,-0.1471,Negative
Spilled my coffee in my car ,spilled my coffee in my car,spilled coffee car,spill coffe car,0,Negative,0,0,0,,JessicaVogel,0.0,0.0,0.0,Neutral
Way way to early for a meeting. Much coffee will be needed. Too bad the coffee here is so weak ,way way to early for a meeting much coffee will be needed too bad the coffee here is so weak,way way early meeting much coffee needed bad coffee weak,way way earli meet much coffe need bad coffe weak,0,Negative,0,0,0,,Gryphonskull,-0.8042,-0.19374999999999995,-0.498975,Negative
okay - want to finish coffee but have 4 panels to see at 9am.  #ica09,okay want to finish coffee but have panels to see at am ica,okay want finish coffee panel see ica,okay want finish coffe panel see ica,0,Negative,0,0,1,ica09,kpearce,0.1531,0.5,0.32655,Positive
"Getting some coffee, then time to clean and pack up for the camping trip!  Bumming that C &amp; C can't join us though. ",getting some coffee then time to clean and pack up for the camping trip bumming that c amp c cant join us though,getting coffee time clean pack camping trip bumming c amp c cant join u though,get coffe time clean pack camp trip bum c amp c cant join us though,0,Negative,0,0,0,,cmesker,0.2741,0.45833333333333337,0.3662166666666667,Positive
"Up way too early after the long haul from Brussels, but it was a good flight. Desert's a bit stormy today and sans soleil  Needing coffee!",up way too early after the long haul from brussels but it was a good flight deserts a bit stormy today and sans soleil needing coffee,way early long haul brussels good flight desert bit stormy today sans soleil needing coffee,way earli long haul brussel good flight desert bit stormi today san soleil need coffe,0,Negative,0,0,0,,Beatlejase,0.63,0.30833333333333335,0.4691666666666667,Positive
"@jamiebentley NO COFFEE!?! Gosh, that just doesn't seem right  ",no coffee gosh that just doesnt seem right,coffee gosh doesnt seem right,coffe gosh doesnt seem right,0,Negative,0,1,0,,maximillian62,-0.5449,0.2857142857142857,-0.12959285714285718,Negative
"I have a hot cup of &lt;strike&gt;coffee&lt;/&gt; WATER with brown color, sweetner and a splash of cream in it.  ",i have a hot cup of ltstrikegtcoffeeltgt water with brown color sweetner and a splash of cream in it,hot cup ltstrikegtcoffeeltgt water brown color sweetner splash cream,hot cup ltstrikegtcoffeeltgt water brown color sweetner splash cream,0,Negative,0,0,0,,tameraclark,0.0,0.25,0.125,Positive
@_Freya Not much has happened yet. Just tired. Have iced coffee. All is well. I feel bad about last nite. I am shitty. ,not much has happened yet just tired have iced coffee all is well i feel bad about last nite i am shitty,much happened yet tired iced coffee well feel bad last nite shitty,much happen yet tire ice coffe well feel bad last nite shitti,0,Negative,0,1,0,,aramisette,-0.836,-0.29999999999999993,-0.568,Negative
Just dropped my giant coffee in the parking lot.  And said nooooo! as it played out. Plus my phone is acting funky. Grrreat.,just dropped my giant coffee in the parking lot and said nooooo as it played out plus my phone is acting funky grrreat,dropped giant coffee parking lot said nooooo played plus phone acting funky grrreat,drop giant coffe park lot said nooooo play plu phone act funki grrreat,0,Negative,0,0,0,,krys104,0.3164,0.0,0.1582,Positive
@Enigmatist sounds better than my oatcakes and coffee with soya!! Trying to get weight down again BOO! ,sounds better than my oatcakes and coffee with soya trying to get weight down again boo,sound better oatcake coffee soya trying get weight boo,sound better oatcak coffe soya tri get weight boo,0,Negative,0,1,0,,wantit,0.5826,0.2934027777777778,0.4380013888888889,Positive
i drink coffee now and i get tired. ,i drink coffee now and i get tired,drink coffee get tired,drink coffe get tire,0,Negative,0,0,0,,coreyr,-0.4404,-0.4,-0.4202,Negative
@JazzyBirdCoffee Hey there. I'm a local ,hey there im a local,hey im local,hey im local,0,Negative,0,1,0,,chaseswindler,0.0,0.0,0.0,Neutral
Every coffee I've had today has been shocking ,every coffee ive had today has been shocking,every coffee ive today shocking,everi coffe ive today shock,0,Negative,0,0,0,,ebbybrett,-0.4019,-1.0,-0.70095,Negative
At work not enjoying my Starbuck's coffee...I ordered a chai tea. ,at work not enjoying my starbucks coffeei ordered a chai tea,work enjoying starbucks coffeei ordered chai tea,work enjoy starbuck coffeei order chai tea,0,Negative,0,0,0,,ApacheBear1,-0.4168,-0.25,-0.33340000000000003,Negative
"@Edwards80 You did, you're giving away free coffee to your colleagues!  We get regular rocky road though",you did youre giving away free coffee to your colleagues we get regular rocky road though,youre giving away free coffee colleague get regular rocky road though,your give away free coffe colleagu get regular rocki road though,0,Negative,0,1,0,,moitio,0.7177,0.25,0.48385,Positive
"on my third cup of New Orleans blend Community Coffee, man I miss my home  Anyway 3 day weekend this week &amp; new next week for Pioneer Day!",on my third cup of new orleans blend community coffee man i miss my home anyway day weekend this week amp new next week for pioneer day,third cup new orleans blend community coffee man miss home anyway day weekend week amp new next week pioneer day,third cup new orlean blend commun coffe man miss home anyway day weekend week amp new next week pioneer day,0,Negative,0,0,0,,tina_marie1983,-0.2244,0.06818181818181818,-0.0781090909090909,Negative
"@JazzyBirdCoffee But, I live in Dallas.  ",but i live in dallas,live dallas,live dalla,0,Negative,0,1,0,,bakingblog,0.0,0.13636363636363635,0.06818181818181818,Positive
my morning coffee hurt my tummy   but yeah a three day weekend is upon us,my morning coffee hurt my tummy but yeah a three day weekend is upon us,morning coffee hurt tummy yeah three day weekend upon u,morn coffe hurt tummi yeah three day weekend upon us,0,Negative,0,0,0,,MsDribb,0.1531,0.0,0.07655,Positive
Went to bed at 3:30 am &amp; back up at 6am... Coffee will not be enough today ,went to bed at am amp back up at am coffee will not be enough today,went bed amp back coffee enough today,went bed amp back coffe enough today,0,Negative,0,0,0,,LanaReidOnline,0.0,0.0,0.0,Neutral
breaking down and getting a coffee    and some awesome cherries I just found at IGA!!!!,breaking down and getting a coffee and some awesome cherries i just found at iga,breaking getting coffee awesome cherry found iga,break get coffe awesom cherri found iga,0,Negative,0,0,0,,leeork,0.7405,0.4222222222222222,0.5813611111111111,Positive
Coffee with @melissius didn't work out. We need time away from the kids badly. ,coffee with didnt work out we need time away from the kids badly,coffee didnt work need time away kid badly,coffe didnt work need time away kid badli,0,Negative,0,1,0,,garmstro,-0.4767,-0.6999999999999998,-0.5883499999999999,Negative
feeling sickened right now that some vandals broke windows and wrecked part of Bernie's coffee bar at the College. ,feeling sickened right now that some vandals broke windows and wrecked part of bernies coffee bar at the college,feeling sickened right vandal broke window wrecked part bernies coffee bar college,feel sicken right vandal broke window wreck part berni coffe bar colleg,0,Negative,0,0,0,,JMac30,-0.7003,0.2857142857142857,-0.20729285714285717,Negative
So sleeeeeepppppyyyyyy!!! (via @jyce) me toooo  I need some coffee badly !!,so sleeeeeepppppyyyyyy via me toooo i need some coffee badly,sleeeeeepppppyyyyyy via toooo need coffee badly,sleeeeeepppppyyyyyy via toooo need coffe badli,0,Negative,0,1,0,,SGeeZy,-0.6449,-1.0,-0.82245,Negative
someone treat me to some coffee!! I'm broke ,someone treat me to some coffee im broke,someone treat coffee im broke,someon treat coffe im broke,0,Negative,0,0,0,,armywhistle,-0.1739,0.0,-0.08695,Negative
On the way home! I'm so tired! I think because I missed my 6pm coffee  The iced coffees from Timmys are like watered down ice capps.,on the way home im so tired i think because i missed my pm coffee the iced coffees from timmys are like watered down ice capps,way home im tired think missed pm coffee iced coffee timmys like watered ice capps,way home im tire think miss pm coffe ice coffe timmi like water ice capp,0,Negative,0,0,0,,bevurlee,-0.6156,-0.3277777777777778,-0.47168888888888894,Negative
is chilling at coffee perk and missing her starbucks date's with her lana bear!! ,is chilling at coffee perk and missing her starbucks dates with her lana bear,chilling coffee perk missing starbucks date lana bear,chill coffe perk miss starbuck date lana bear,0,Negative,0,0,0,,Sarah24Lynn,-0.4374,-0.40625,-0.421825,Negative
"Slept terribly... And today is going to be a heavy day - teaching wise...  Oh well, more coffee then...",slept terribly and today is going to be a heavy day teaching wise oh well more coffee then,slept terribly today going heavy day teaching wise oh well coffee,slept terribl today go heavi day teach wise oh well coffe,0,Negative,0,0,0,,ditisstefan,0.1531,0.0,0.07655,Positive
"One of the last songs I heard before I left the coffee shop was Duncan Sheik, who makes me think of Blake. He did even before Blake died. ",one of the last songs i heard before i left the coffee shop was duncan sheik who makes me think of blake he did even before blake died,one last song heard left coffee shop duncan sheik make think blake even blake died,one last song heard left coffe shop duncan sheik make think blake even blake die,0,Negative,0,0,0,,dianaface,-0.5574,0.0,-0.2787,Negative
Tomorrow morning is going to hurt.  Must go to sleep.  Only have about 1 cup of coffee left.  That's CUP not pot.  Ugh!  ,tomorrow morning is going to hurt must go to sleep only have about cup of coffee left thats cup not pot ugh,tomorrow morning going hurt must go sleep cup coffee left thats cup pot ugh,tomorrow morn go hurt must go sleep cup coffe left that cup pot ugh,0,Negative,0,0,0,,ReizaM,-0.3313,0.0,-0.16565,Negative
Wants coffee with @missmria in the morning but instead isn't going to school. Sorry! ,wants coffee with in the morning but instead isnt going to school sorry,want coffee morning instead isnt going school sorry,want coffe morn instead isnt go school sorri,0,Negative,0,1,0,,eatyoursocksX3,-0.1882,-0.2125,-0.20035,Negative
having my morning coffee.. what a night. ,having my morning coffee what a night,morning coffee night,morn coffe night,0,Negative,0,0,0,,jd167,0.0,0.0,0.0,Neutral
forgot to put milk in my coffee and burnt my tongue ,forgot to put milk in my coffee and burnt my tongue,forgot put milk coffee burnt tongue,forgot put milk coffe burnt tongu,0,Negative,0,0,0,,LilyPanda,0.0,0.0,0.0,Neutral
